ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP6112EW0071,Count,Person,"5. Galwedigaethau crefftau medrus, 60 i 64 oed"
WP6112EW0072,Count,Person,"5. Galwedigaethau crefftau medrus, 65 i 74 oed"
WP6112EW0073,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, Pob categori: 16 i 74 oed"
WP6112EW0074,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 16 i 19 oed"
WP6112EW0075,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 20 i 24 oed"
WP6112EW0076,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 25 i 29 oed"
WP6112EW0077,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 30 i 34 oed"
WP6112EW0078,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 35 i 39 oed"
WP6112EW0079,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 40 i 44 oed"
WP6112EW0080,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 45 i 49 oed"
WP6112EW0081,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 50 i 54 oed"
WP6112EW0082,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 55 i 59 oed"
WP6112EW0083,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 60 i 64 oed"
WP6112EW0084,Count,Person,"6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill, 65 i 74 oed"
WP6112EW0085,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, Pob categori: 16 i 74 oed"
WP6112EW0086,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 16 i 19 oed"
WP6112EW0087,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 20 i 24 oed"
WP6112EW0088,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 25 i 29 oed"
WP6112EW0089,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 30 i 34 oed"
WP6112EW0090,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 35 i 39 oed"
WP6112EW0091,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 40 i 44 oed"
WP6112EW0092,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 45 i 49 oed"
WP6112EW0093,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 50 i 54 oed"
WP6112EW0094,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 55 i 59 oed"
WP6112EW0095,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 60 i 64 oed"
WP6112EW0096,Count,Person,"7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid, 65 i 74 oed"
WP6112EW0097,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, Pob categori: 16 i 74 oed"
WP6112EW0098,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 16 i 19 oed"
WP6112EW0099,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 20 i 24 oed"
WP6112EW0100,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 25 i 29 oed"
WP6112EW0101,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 30 i 34 oed"
WP6112EW0102,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 35 i 39 oed"
WP6112EW0103,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 40 i 44 oed"
WP6112EW0104,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 45 i 49 oed"
WP6112EW0105,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 50 i 54 oed"
WP6112EW0106,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 55 i 59 oed"
WP6112EW0107,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 60 i 64 oed"
WP6112EW0108,Count,Person,"8. Gweithredwyr prosesau, offer a pheiriannau, 65 i 74 oed"
WP6112EW0109,Count,Person,"9. Galwedigaethau elfennol, Pob categori: 16 i 74 oed"
WP6112EW0110,Count,Person,"9. Galwedigaethau elfennol, 16 i 19 oed"
WP6112EW0111,Count,Person,"9. Galwedigaethau elfennol, 20 i 24 oed"
WP6112EW0112,Count,Person,"9. Galwedigaethau elfennol, 25 i 29 oed"
WP6112EW0113,Count,Person,"9. Galwedigaethau elfennol, 30 i 34 oed"
WP6112EW0114,Count,Person,"9. Galwedigaethau elfennol, 35 i 39 oed"
WP6112EW0115,Count,Person,"9. Galwedigaethau elfennol, 40 i 44 oed"
WP6112EW0116,Count,Person,"9. Galwedigaethau elfennol, 45 i 49 oed"
WP6112EW0117,Count,Person,"9. Galwedigaethau elfennol, 50 i 54 oed"
WP6112EW0118,Count,Person,"9. Galwedigaethau elfennol, 55 i 59 oed"
WP6112EW0119,Count,Person,"9. Galwedigaethau elfennol, 60 i 64 oed"
WP6112EW0120,Count,Person,"9. Galwedigaethau elfennol, 65 i 74 oed"
