ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7607EW0019,Count,Person,"Llai na 5km, 8. Gweithredwyr prosesau, offer a pheiriannau"
WP7607EW0020,Count,Person,"Llai na 5km, 9. Galwedigaethau elfennol"
WP7607EW0021,Count,Person,"5km i lai na 10km, Pob categori: Galwedigaeth"
WP7607EW0022,Count,Person,"5km i lai na 10km, 1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion"
WP7607EW0023,Count,Person,"5km i lai na 10km, 2. Galwedigaethau proffesiynol"
WP7607EW0024,Count,Person,"5km i lai na 10km, 3. Galwedigaethau proffesiynol a thechnegol cyswllt"
WP7607EW0025,Count,Person,"5km i lai na 10km, 4. Galwedigaethau gweinyddol ac ysgrifenyddol"
WP7607EW0026,Count,Person,"5km i lai na 10km, 5. Galwedigaethau crefftau medrus"
WP7607EW0027,Count,Person,"5km i lai na 10km, 6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill"
WP7607EW0028,Count,Person,"5km i lai na 10km, 7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid"
WP7607EW0029,Count,Person,"5km i lai na 10km, 8. Gweithredwyr prosesau, offer a pheiriannau"
WP7607EW0030,Count,Person,"5km i lai na 10km, 9. Galwedigaethau elfennol"
WP7607EW0031,Count,Person,"10km i lai na 30km, Pob categori: Galwedigaeth"
WP7607EW0032,Count,Person,"10km i lai na 30km, 1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion"
WP7607EW0033,Count,Person,"10km i lai na 30km, 2. Galwedigaethau proffesiynol"
WP7607EW0034,Count,Person,"10km i lai na 30km, 3. Galwedigaethau proffesiynol a thechnegol cyswllt"
WP7607EW0035,Count,Person,"10km i lai na 30km, 4. Galwedigaethau gweinyddol ac ysgrifenyddol"
WP7607EW0036,Count,Person,"10km i lai na 30km, 5. Galwedigaethau crefftau medrus"
WP7607EW0037,Count,Person,"10km i lai na 30km, 6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill"
WP7607EW0038,Count,Person,"10km i lai na 30km, 7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid"
WP7607EW0039,Count,Person,"10km i lai na 30km, 8. Gweithredwyr prosesau, offer a pheiriannau"
WP7607EW0040,Count,Person,"10km i lai na 30km, 9. Galwedigaethau elfennol"
WP7607EW0041,Count,Person,"30km i lai na 60km, Pob categori: Galwedigaeth"
WP7607EW0042,Count,Person,"30km i lai na 60km, 1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion"
WP7607EW0043,Count,Person,"30km i lai na 60km, 2. Galwedigaethau proffesiynol"
WP7607EW0044,Count,Person,"30km i lai na 60km, 3. Galwedigaethau proffesiynol a thechnegol cyswllt"
WP7607EW0045,Count,Person,"30km i lai na 60km, 4. Galwedigaethau gweinyddol ac ysgrifenyddol"
WP7607EW0046,Count,Person,"30km i lai na 60km, 5. Galwedigaethau crefftau medrus"
WP7607EW0047,Count,Person,"30km i lai na 60km, 6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill"
WP7607EW0048,Count,Person,"30km i lai na 60km, 7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid"
WP7607EW0049,Count,Person,"30km i lai na 60km, 8. Gweithredwyr prosesau, offer a pheiriannau"
WP7607EW0050,Count,Person,"30km i lai na 60km, 9. Galwedigaethau elfennol"
WP7607EW0051,Count,Person,"60km a throsodd, Pob categori: Galwedigaeth"
WP7607EW0052,Count,Person,"60km a throsodd, 1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion"
WP7607EW0053,Count,Person,"60km a throsodd, 2. Galwedigaethau proffesiynol"
WP7607EW0054,Count,Person,"60km a throsodd, 3. Galwedigaethau proffesiynol a thechnegol cyswllt"
WP7607EW0055,Count,Person,"60km a throsodd, 4. Galwedigaethau gweinyddol ac ysgrifenyddol"
WP7607EW0056,Count,Person,"60km a throsodd, 5. Galwedigaethau crefftau medrus"
WP7607EW0057,Count,Person,"60km a throsodd, 6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill"
WP7607EW0058,Count,Person,"60km a throsodd, 7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid"
WP7607EW0059,Count,Person,"60km a throsodd, 8. Gweithredwyr prosesau, offer a pheiriannau"
WP7607EW0060,Count,Person,"60km a throsodd, 9. Galwedigaethau elfennol"
WP7607EW0061,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, Pob categori: Galwedigaeth"
WP7607EW0062,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion"
WP7607EW0063,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 2. Galwedigaethau proffesiynol"
WP7607EW0064,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 3. Galwedigaethau proffesiynol a thechnegol cyswllt"
WP7607EW0065,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 4. Galwedigaethau gweinyddol ac ysgrifenyddol"
WP7607EW0066,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 5. Galwedigaethau crefftau medrus"
WP7607EW0067,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill"
WP7607EW0068,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid"
WP7607EW0069,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 8. Gweithredwyr prosesau, offer a pheiriannau"
WP7607EW0070,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 9. Galwedigaethau elfennol"
WP7607EW0071,Count,Person,"Dim gweithle penodol, Pob categori: Galwedigaeth"
WP7607EW0072,Count,Person,"Dim gweithle penodol, 1. Rheolwyr, cyfarwyddwyr ac uwch swyddogion"
WP7607EW0073,Count,Person,"Dim gweithle penodol, 2. Galwedigaethau proffesiynol"
WP7607EW0074,Count,Person,"Dim gweithle penodol, 3. Galwedigaethau proffesiynol a thechnegol cyswllt"
WP7607EW0075,Count,Person,"Dim gweithle penodol, 4. Galwedigaethau gweinyddol ac ysgrifenyddol"
WP7607EW0076,Count,Person,"Dim gweithle penodol, 5. Galwedigaethau crefftau medrus"
WP7607EW0077,Count,Person,"Dim gweithle penodol, 6. Galwedigaethau gofalu, hamdden a galwedigaethau gwasanaethau eraill"
WP7607EW0078,Count,Person,"Dim gweithle penodol, 7. Galwedigaethau gwerthu a gwasanaethau cwsmeriaid"
WP7607EW0079,Count,Person,"Dim gweithle penodol, 8. Gweithredwyr prosesau, offer a pheiriannau"
WP7607EW0080,Count,Person,"Dim gweithle penodol, 9. Galwedigaethau elfennol"
