ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7101EW0032,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 45 to 49"
WP7101EW0033,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 50 to 54"
WP7101EW0034,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 55 to 59"
WP7101EW0035,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 60 to 64"
WP7101EW0036,Count,Person,"Train, underground, metro, light rail, tram, bus, minibus or coach, Age 65 to 74"
WP7101EW0037,Count,Person,"Driving a car or van, All categories: Age 16 to 74"
WP7101EW0038,Count,Person,"Driving a car or van, Age 16 to 19"
WP7101EW0039,Count,Person,"Driving a car or van, Age 20 to 24"
WP7101EW0040,Count,Person,"Driving a car or van, Age 25 to 29"
WP7101EW0041,Count,Person,"Driving a car or van, Age 30 to 34"
WP7101EW0042,Count,Person,"Driving a car or van, Age 35 to 39"
WP7101EW0043,Count,Person,"Driving a car or van, Age 40 to 44"
WP7101EW0044,Count,Person,"Driving a car or van, Age 45 to 49"
WP7101EW0045,Count,Person,"Driving a car or van, Age 50 to 54"
WP7101EW0046,Count,Person,"Driving a car or van, Age 55 to 59"
WP7101EW0047,Count,Person,"Driving a car or van, Age 60 to 64"
WP7101EW0048,Count,Person,"Driving a car or van, Age 65 to 74"
WP7101EW0049,Count,Person,"Bicycle, All categories: Age 16 to 74"
WP7101EW0050,Count,Person,"Bicycle, Age 16 to 19"
WP7101EW0051,Count,Person,"Bicycle, Age 20 to 24"
WP7101EW0052,Count,Person,"Bicycle, Age 25 to 29"
WP7101EW0053,Count,Person,"Bicycle, Age 30 to 34"
WP7101EW0054,Count,Person,"Bicycle, Age 35 to 39"
WP7101EW0055,Count,Person,"Bicycle, Age 40 to 44"
WP7101EW0056,Count,Person,"Bicycle, Age 45 to 49"
WP7101EW0057,Count,Person,"Bicycle, Age 50 to 54"
WP7101EW0058,Count,Person,"Bicycle, Age 55 to 59"
WP7101EW0059,Count,Person,"Bicycle, Age 60 to 64"
WP7101EW0060,Count,Person,"Bicycle, Age 65 to 74"
WP7101EW0061,Count,Person,"On foot, All categories: Age 16 to 74"
WP7101EW0062,Count,Person,"On foot, Age 16 to 19"
WP7101EW0063,Count,Person,"On foot, Age 20 to 24"
WP7101EW0064,Count,Person,"On foot, Age 25 to 29"
WP7101EW0065,Count,Person,"On foot, Age 30 to 34"
WP7101EW0066,Count,Person,"On foot, Age 35 to 39"
WP7101EW0067,Count,Person,"On foot, Age 40 to 44"
WP7101EW0068,Count,Person,"On foot, Age 45 to 49"
WP7101EW0069,Count,Person,"On foot, Age 50 to 54"
WP7101EW0070,Count,Person,"On foot, Age 55 to 59"
WP7101EW0071,Count,Person,"On foot, Age 60 to 64"
WP7101EW0072,Count,Person,"On foot, Age 65 to 74"
WP7101EW0073,Count,Person,"All other methods of travel to work, All categories: Age 16 to 74"
WP7101EW0074,Count,Person,"All other methods of travel to work, Age 16 to 19"
WP7101EW0075,Count,Person,"All other methods of travel to work, Age 20 to 24"
WP7101EW0076,Count,Person,"All other methods of travel to work, Age 25 to 29"
WP7101EW0077,Count,Person,"All other methods of travel to work, Age 30 to 34"
WP7101EW0078,Count,Person,"All other methods of travel to work, Age 35 to 39"
WP7101EW0079,Count,Person,"All other methods of travel to work, Age 40 to 44"
WP7101EW0080,Count,Person,"All other methods of travel to work, Age 45 to 49"
WP7101EW0081,Count,Person,"All other methods of travel to work, Age 50 to 54"
WP7101EW0082,Count,Person,"All other methods of travel to work, Age 55 to 59"
WP7101EW0083,Count,Person,"All other methods of travel to work, Age 60 to 64"
WP7101EW0084,Count,Person,"All other methods of travel to work, Age 65 to 74"
