ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP1101EW0046,Count,Person,"30 oed, Pob categori: Rhyw"
WP1101EW0047,Count,Person,"30 oed, Gwrywod"
WP1101EW0048,Count,Person,"30 oed, Benywod"
WP1101EW0049,Count,Person,"31 oed, Pob categori: Rhyw"
WP1101EW0050,Count,Person,"31 oed, Gwrywod"
WP1101EW0051,Count,Person,"31 oed, Benywod"
WP1101EW0052,Count,Person,"32 oed, Pob categori: Rhyw"
WP1101EW0053,Count,Person,"32 oed, Gwrywod"
WP1101EW0054,Count,Person,"32 oed, Benywod"
WP1101EW0055,Count,Person,"33 oed, Pob categori: Rhyw"
WP1101EW0056,Count,Person,"33 oed, Gwrywod"
WP1101EW0057,Count,Person,"33 oed, Benywod"
WP1101EW0058,Count,Person,"34 oed, Pob categori: Rhyw"
WP1101EW0059,Count,Person,"34 oed, Gwrywod"
WP1101EW0060,Count,Person,"34 oed, Benywod"
WP1101EW0061,Count,Person,"35 oed, Pob categori: Rhyw"
WP1101EW0062,Count,Person,"35 oed, Gwrywod"
WP1101EW0063,Count,Person,"35 oed, Benywod"
WP1101EW0064,Count,Person,"36 oed, Pob categori: Rhyw"
WP1101EW0065,Count,Person,"36 oed, Gwrywod"
WP1101EW0066,Count,Person,"36 oed, Benywod"
WP1101EW0067,Count,Person,"37 oed, Pob categori: Rhyw"
WP1101EW0068,Count,Person,"37 oed, Gwrywod"
WP1101EW0069,Count,Person,"37 oed, Benywod"
WP1101EW0070,Count,Person,"38 oed, Pob categori: Rhyw"
WP1101EW0071,Count,Person,"38 oed, Gwrywod"
WP1101EW0072,Count,Person,"38 oed, Benywod"
WP1101EW0073,Count,Person,"39 oed, Pob categori: Rhyw"
WP1101EW0074,Count,Person,"39 oed, Gwrywod"
WP1101EW0075,Count,Person,"39 oed, Benywod"
WP1101EW0076,Count,Person,"40 oed, Pob categori: Rhyw"
WP1101EW0077,Count,Person,"40 oed, Gwrywod"
WP1101EW0078,Count,Person,"40 oed, Benywod"
WP1101EW0079,Count,Person,"41 oed, Pob categori: Rhyw"
WP1101EW0080,Count,Person,"41 oed, Gwrywod"
WP1101EW0081,Count,Person,"41 oed, Benywod"
WP1101EW0082,Count,Person,"42 oed, Pob categori: Rhyw"
WP1101EW0083,Count,Person,"42 oed, Gwrywod"
WP1101EW0084,Count,Person,"42 oed, Benywod"
WP1101EW0085,Count,Person,"43 oed, Pob categori: Rhyw"
WP1101EW0086,Count,Person,"43 oed, Gwrywod"
WP1101EW0087,Count,Person,"43 oed, Benywod"
WP1101EW0088,Count,Person,"44 oed, Pob categori: Rhyw"
WP1101EW0089,Count,Person,"44 oed, Gwrywod"
WP1101EW0090,Count,Person,"44 oed, Benywod"
WP1101EW0091,Count,Person,"45 oed, Pob categori: Rhyw"
WP1101EW0092,Count,Person,"45 oed, Gwrywod"
WP1101EW0093,Count,Person,"45 oed, Benywod"
WP1101EW0094,Count,Person,"46 oed, Pob categori: Rhyw"
WP1101EW0095,Count,Person,"46 oed, Gwrywod"
WP1101EW0096,Count,Person,"46 oed, Benywod"
WP1101EW0097,Count,Person,"47 oed, Pob categori: Rhyw"
WP1101EW0098,Count,Person,"47 oed, Gwrywod"
WP1101EW0099,Count,Person,"47 oed, Benywod"
WP1101EW0100,Count,Person,"48 oed, Pob categori: Rhyw"
WP1101EW0101,Count,Person,"48 oed, Gwrywod"
WP1101EW0102,Count,Person,"48 oed, Benywod"
WP1101EW0103,Count,Person,"49 oed, Pob categori: Rhyw"
WP1101EW0104,Count,Person,"49 oed, Gwrywod"
WP1101EW0105,Count,Person,"49 oed, Benywod"
WP1101EW0106,Count,Person,"50 oed, Pob categori: Rhyw"
WP1101EW0107,Count,Person,"50 oed, Gwrywod"
WP1101EW0108,Count,Person,"50 oed, Benywod"
WP1101EW0109,Count,Person,"51 oed, Pob categori: Rhyw"
WP1101EW0110,Count,Person,"51 oed, Gwrywod"
WP1101EW0111,Count,Person,"51 oed, Benywod"
WP1101EW0112,Count,Person,"52 oed, Pob categori: Rhyw"
WP1101EW0113,Count,Person,"52 oed, Gwrywod"
WP1101EW0114,Count,Person,"52 oed, Benywod"
WP1101EW0115,Count,Person,"53 oed, Pob categori: Rhyw"
WP1101EW0116,Count,Person,"53 oed, Gwrywod"
WP1101EW0117,Count,Person,"53 oed, Benywod"
WP1101EW0118,Count,Person,"54 oed, Pob categori: Rhyw"
WP1101EW0119,Count,Person,"54 oed, Gwrywod"
WP1101EW0120,Count,Person,"54 oed, Benywod"
WP1101EW0121,Count,Person,"55 oed, Pob categori: Rhyw"
WP1101EW0122,Count,Person,"55 oed, Gwrywod"
WP1101EW0123,Count,Person,"55 oed, Benywod"
WP1101EW0124,Count,Person,"56 oed, Pob categori: Rhyw"
WP1101EW0125,Count,Person,"56 oed, Gwrywod"
WP1101EW0126,Count,Person,"56 oed, Benywod"
WP1101EW0127,Count,Person,"57 oed, Pob categori: Rhyw"
WP1101EW0128,Count,Person,"57 oed, Gwrywod"
WP1101EW0129,Count,Person,"57 oed, Benywod"
WP1101EW0130,Count,Person,"58 oed, Pob categori: Rhyw"
WP1101EW0131,Count,Person,"58 oed, Gwrywod"
WP1101EW0132,Count,Person,"58 oed, Benywod"
WP1101EW0133,Count,Person,"59 oed, Pob categori: Rhyw"
WP1101EW0134,Count,Person,"59 oed, Gwrywod"
WP1101EW0135,Count,Person,"59 oed, Benywod"
WP1101EW0136,Count,Person,"60 oed, Pob categori: Rhyw"
WP1101EW0137,Count,Person,"60 oed, Gwrywod"
WP1101EW0138,Count,Person,"60 oed, Benywod"
WP1101EW0139,Count,Person,"61 oed, Pob categori: Rhyw"
WP1101EW0140,Count,Person,"61 oed, Gwrywod"
WP1101EW0141,Count,Person,"61 oed, Benywod"
WP1101EW0142,Count,Person,"62 oed, Pob categori: Rhyw"
WP1101EW0143,Count,Person,"62 oed, Gwrywod"
WP1101EW0144,Count,Person,"62 oed, Benywod"
WP1101EW0145,Count,Person,"63 oed, Pob categori: Rhyw"
WP1101EW0146,Count,Person,"63 oed, Gwrywod"
WP1101EW0147,Count,Person,"63 oed, Benywod"
WP1101EW0148,Count,Person,"64 oed, Pob categori: Rhyw"
WP1101EW0149,Count,Person,"64 oed, Gwrywod"
WP1101EW0150,Count,Person,"64 oed, Benywod"
WP1101EW0151,Count,Person,"65 oed, Pob categori: Rhyw"
WP1101EW0152,Count,Person,"65 oed, Gwrywod"
WP1101EW0153,Count,Person,"65 oed, Benywod"
WP1101EW0154,Count,Person,"66 oed, Pob categori: Rhyw"
WP1101EW0155,Count,Person,"66 oed, Gwrywod"
WP1101EW0156,Count,Person,"66 oed, Benywod"
WP1101EW0157,Count,Person,"67 oed, Pob categori: Rhyw"
WP1101EW0158,Count,Person,"67 oed, Gwrywod"
WP1101EW0159,Count,Person,"67 oed, Benywod"
WP1101EW0160,Count,Person,"68 oed, Pob categori: Rhyw"
WP1101EW0161,Count,Person,"68 oed, Gwrywod"
WP1101EW0162,Count,Person,"68 oed, Benywod"
WP1101EW0163,Count,Person,"69 oed, Pob categori: Rhyw"
WP1101EW0164,Count,Person,"69 oed, Gwrywod"
WP1101EW0165,Count,Person,"69 oed, Benywod"
WP1101EW0166,Count,Person,"70 oed, Pob categori: Rhyw"
WP1101EW0167,Count,Person,"70 oed, Gwrywod"
WP1101EW0168,Count,Person,"70 oed, Benywod"
WP1101EW0169,Count,Person,"71 oed, Pob categori: Rhyw"
WP1101EW0170,Count,Person,"71 oed, Gwrywod"
WP1101EW0171,Count,Person,"71 oed, Benywod"
WP1101EW0172,Count,Person,"72 oed, Pob categori: Rhyw"
WP1101EW0173,Count,Person,"72 oed, Gwrywod"
WP1101EW0174,Count,Person,"72 oed, Benywod"
WP1101EW0175,Count,Person,"73 oed, Pob categori: Rhyw"
WP1101EW0176,Count,Person,"73 oed, Gwrywod"
WP1101EW0177,Count,Person,"73 oed, Benywod"
WP1101EW0178,Count,Person,"74 oed, Pob categori: Rhyw"
WP1101EW0179,Count,Person,"74 oed, Gwrywod"
WP1101EW0180,Count,Person,"74 oed, Benywod"
